Symbol,Security Name
SOUTHBANK,THE SOUTH INDIAN BANK LIMITED
SOUTHWEST,SOUTH WEST PINNACLE EXPLORATION LIMITED
SPAL,S. P. APPARELS LIMITED
SPCL,SHIVALIC POWER CONTROL LIMITED
SPCON,SRINIBAS PRADHAN CONSTRUCTIONS LIMITED
SPECIALITY,SPECIALITY RESTAURANTS LIMITED
SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED
SPENCERS,SPENCER'S RETAIL LIMITED
SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED
SPLIL,SPL INDUSTRIES LIMITED
SPMLINFRA,SPML INFRA LIMITED
SPORTKING,SPORTKING INDIA LIMITED
SPUNWEB,SPUNWEB NONWOVEN LIMITED
SRD,SHANKAR LAL RAMPAL DYE-CHEM LIMITED
SREEL,SREELEATHERS LIMITED
SRGHFL,SRG HOUSING FINANCE LIMITED
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED
SRM,SRM CONTRACTORS LIMITED
SRTL,SHREE RAM TWISTEX LIMITED
SSDL,SARASWATI SAREE DEPOT LIMITED
SSEGL,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED
SSFLPP,SPANDANA SPHOORTY FINANCIAL LIMITED
SSWL,STEEL STRIPS WHEELS LIMITED
STALLION,STALLION INDIA FLUOROCHEMICALS LIMITED
STANLEY,STANLEY LIFESTYLES LIMITED
STAR,STRIDES PHARMA SCIENCE LIMITED
STARCEMENT,STAR CEMENT LIMITED
STARPAPER,STAR PAPER MILLS LIMITED
STARTECK,STARTECK FINANCE LIMITED
STCINDIA,THE STATE TRADING CORPORATION OF INDIA LIMITED
STEELCAS,STEELCAST LIMITED
STEELCITY,STEEL CITY SECURITIES LIMITED
STEELXIND,STEEL EXCHANGE INDIA LIMITED
STEL,STEL HOLDINGS LIMITED
STOVEKRAFT,STOVE KRAFT LIMITED
STRIDERS,STRIDERS IMPEX LIMITED
STUDDS,STUDDS ACCESSORIES LIMITED
STYLAMIND,STYLAM INDUSTRIES LIMITED
STYRENIX,STYRENIX PERFORMANCE MATERIALS LIMITED
SUBAHOTELS,SUBA HOTELS LIMITED
SUBROS,SUBROS LIMITED
SUDARCOLOR,SUDARSHAN COLORANTS INDIA LIMITED
SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LIMITED
SUKHJITS,SUKHJIT STARCH & CHEMICALS LIMITED
SULA,SULA VINEYARDS LIMITED
SUMMITSEC,SUMMIT SECURITIES LIMITED
SUNCLAY,SUNDARAM CLAYTON LIMITED
SUNDARAM,SUNDARAM MULTI PAP LIMITED
SUNDARMFIN,SUNDARAM FINANCE LIMITED
SUNDRMFAST,SUNDRAM FASTENERS LIMITED
SUNDROP,SUNDROP BRANDS LIMITED
SUNREST,SUNREST LIFESCIENCE LIMITED
SUNTECK,SUNTECK REALTY LIMITED
SUPERHOUSE,SUPERHOUSE LIMITED
SUPRAJIT,SUPRAJIT ENGINEERING LIMITED
SUPREME,SUPREME HOLDINGS & HOSPITALITY (INDIA) LIMITED
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LIMITED
SUPRIYA,SUPRIYA LIFESCIENCE LIMITED
SURAJEST,SURAJ ESTATE DEVELOPERS LIMITED
SURAJLTD,SURAJ LIMITED
SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED
SURANASOL,SURANA SOLAR LIMITED
SURANATP,SURANA TELECOM AND POWER LIMITED
SURYALA,SURYALATA SPINNING MILLS LIMITED
SURYALAXMI,SURYALAKSHMI COTTON MILLS LIMITED
SURYAROSNI,SURYA ROSHNI LIMITED
SURYODAY,SURYODAY SMALL FINANCE BANK LIMITED
SUVEN,SUVEN LIFE SCIENCES LIMITED
SUYOG,SUYOG TELEMATICS LIMITED
SWARAJ,SWARAJ SUITING LIMITED
SWARAJENG,SWARAJ ENGINES LIMITED
SWELECTES,SWELECT ENERGY SYSTEMS LIMITED
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED
SYMPHONY,SYMPHONY LIMITED
SYNCOMF,SYNCOM FORMULATIONS (INDIA) LIMITED
SYSTANGO,SYSTANGO TECHNOLOGIES LIMITED
TAALTECH,TAAL TECH LIMITED
TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED
TAJGVK,TAJ GVK HOTELS & RESORTS LIMITED
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED
TANLA,TANLA PLATFORMS LIMITED
TARACHAND,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED
TARC,TARC LIMITED
TARSONS,TARSONS PRODUCTS LIMITED
TASTYBITE,TASTY BITE EATABLES LIMITED
TATACHEM,TATA CHEMICALS LIMITED
TATACOMM,TATA COMMUNICATIONS LIMITED
TATAGOLD,TATA MUTUAL FUND TATA GOLD EXCHANGE TRADED FUND
TATAINVEST,TATA INVESTMENT CORPORATION LIMITED
TATATECH,TATA TECHNOLOGIES LIMITED
TATSILV,TATA MUTUAL FUND TATA SILVER EXCHANGE TRADED FUND
TATVA,TATVA CHINTAN PHARMA CHEM LIMITED
TAURIAN,TAURIAN MPS LIMITED
TBI,TBI CORN LIMITED
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED
TCC,TCC CONCEPT LIMITED
TCI,TRANSPORT CORPORATION OF INDIA LIMITED
TCIEXP,TCI EXPRESS LIMITED
TCL,THAAI CASTING LIMITED
TCPLPACK,TCPL PACKAGING LIMITED
TDPOWERSYS,TD POWER SYSTEMS LIMITED
TEAMGTY,TEAM INDIA GUARANTY LIMITED
TEAMLEASE,TEAMLEASE SERVICES LIMITED
TEAMTECH,TEAMTECH FORMWORK SOLUTIONS LIMITED
TECH,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY IT ETF
TECHNOE,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED
TECHNVISN,TECHNVISION VENTURES LIMITED
TECILCHEM,TECIL CHEMICALS AND HYDRO POWER LIMITED
TEGA,TEGA INDUSTRIES LIMITED
TEJASNET,TEJAS NETWORKS LIMITED
TEMBO,TEMBO GLOBAL INDUSTRIES LIMITED
TENNIND,TENNECO CLEAN AIR INDIA LIMITED
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED
TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMITED
TEXRAIL,TEXMACO RAIL & ENGINEERING LIMITED
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED
TFL,TRANSWARRANTY FINANCE LIMITED
TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED
THEJO,THEJO ENGINEERING LIMITED
THEMISMED,THEMIS MEDICARE LIMITED
THERMAX,THERMAX LIMITED
THOMASCOOK,THOMAS COOK  (INDIA)  LIMITED
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED
THYROCARE,THYROCARE TECHNOLOGIES LIMITED
TI,TILAKNAGAR INDUSTRIES LIMITED
TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED
TIL,TIL LIMITED
TIMETECHNO,TIME TECHNOPLAST LIMITED
TIMEX,TIMEX GROUP INDIA LIMITED
TINNARUBR,TINNA RUBBER AND INFRASTRUCTURE LIMITED
TIPSFILMS,TIPS FILMS LIMITED
TIPSMUSIC,TIPS MUSIC LIMITED
TIRUMALCHM,THIRUMALAI CHEMICALS LIMITED
TMB,TAMILNAD MERCANTILE BANK LIMITED
TMCV,TATA MOTORS LIMITED
TNIDETF,TATA MUTUAL FUND - TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND
TNPETRO,TAMILNADU PETROPRODUCTS LIMITED
TNPL,TAMIL NADU NEWSPRINT & PAPERS LIMITED
TNTELE,TAMILNADU TELECOMMUNICATION LIMITED
TOLINS,TOLINS TYRES LIMITED
TOP100CASE,ZERODHA FUND HOUSE - ZERODHA NIFTY 100 ETF
TOP10ADD,DSP MUTUAL FUND - DSP NIFTY TOP 10 EQUAL WEIGHT ETF
TOP15IETF,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY TOP 15 EQUAL WEIGHT ETF
TOP20,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY TOP 20 EQUAL WEIGHT ETF
TORNTPOWER,TORRENT POWER LIMITED
TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED
TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED
TPHQ,TEAMO PRODUCTIONS HQ LIMITED
TPLPLASTEH,TPL PLASTECH LIMITED
TRACXN,TRACXN TECHNOLOGIES LIMITED
TRANSPEK,TRANSPEK INDUSTRY LIMITED
TRANSRAILL,TRANSRAIL LIGHTING LIMITED
TRANSTEEL,TRANSTEEL SEATING TECHNOLOGIES LIMITED
TREL,TRANSINDIA REAL ESTATE LIMITED
TRF,TRF LIMITED
TRIGYN,TRIGYN TECHNOLOGIES LIMITED
TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LIMITED
TRUALT,TRUALT BIOENERGY LIMITED
TRUST,TRUST FINTECH LIMITED
TSC,TSC INDIA LIMITED
TSFINV,TSF INVESTMENTS LIMITED
TTKHLTCARE,TTK HEALTHCARE LIMITED
TTKPRESTIG,TTK PRESTIGE LIMITED
TTML,TATA TELESERVICES (MAHARASHTRA) LIMITED
TUNWAL,TUNWAL E-MOTORS LIMITED
TURTLEMINT,TURTLEMINT FINTECH SOLUTIONS LIMITED
TVSELECT,TVS ELECTRONICS LIMITED
TVSHLTD,TVS HOLDINGS LIMITED
TVSINVIT,TVS INFRASTRUCTURE TRUST
TVSSRICHAK,TVS SRICHAKRA LIMITED
TVTODAY,TV TODAY NETWORK LIMITED
TVVISION,TV VISION LIMITED
TWCGOLDETF,THE WEALTH COMPANY MUTUAL FUND - THE WEALTH COMPANY GOLD ETF
UBL,UNITED BREWERIES LIMITED
UCAL,UCAL LIMITED
UDS,UPDATER SERVICES LIMITED
UEL,UJAAS ENERGY LIMITED
UFLEX,UFLEX LIMITED
UFO,UFO MOVIEZ INDIA LIMITED
UGARSUGAR,THE UGAR SUGAR WORKS LIMITED
UGROCAP,UGRO CAPITAL LIMITED
UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LIMITED
ULTRAMAR,ULTRAMARINE & PIGMENTS LIMITED
UMA,UMA CONVERTER LIMITED
UMIYA-MRO,UMIYA BUILDCON LIMITED
UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED
UNIENTER,UNIPHOS ENTERPRISES LIMITED
UNILEX,UNILEX COLOURS AND CHEMICALS LIMITED
UNIONGOLD,UNION MUTUAL FUND - UNION GOLD ETF
UNIPARTS,UNIPARTS INDIA LIMITED
UNITEDTEA,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED
UNIVCABLES,UNIVERSAL CABLES LIMITED
URBAN,URBAN ENVIRO WASTE MANAGEMENT LIMITED
URJA,URJA GLOBAL LIMITED
USHAFIN,USHA FINANCIAL SERVICES LIMITED
UTKARSHBNK,UTKARSH SMALL FINANCE BANK LIMITED
UTTAMSUGAR,UTTAM SUGAR MILLS LIMITED
UYFINCORP,U. Y. FINCORP LIMITED
V2RETAIL,V2 RETAIL LIMITED
VADILALIND,VADILAL INDUSTRIES LIMITED
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED
VAKRANGEE,VAKRANGEE LIMITED
VAL30IETF,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF
VALUE,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 500 VALUE 50 ETF
VALUE360,VALUE 360 COMMUNICATIONS LIMITED
VALUEAXIS,AXIS MUTUAL FUND - AXIS NIFTY500 VALUE 50 ETF
VAML,VEDANTA ALUMINIUM METAL LIMITED
VARDMNPOLY,VARDHMAN POLYTEX LIMITED
VARROC,VARROC ENGINEERING LIMITED
VASWANI,VASWANI INDUSTRIES LIMITED
VDEAL,VDEAL SYSTEM LIMITED
VEDPOWER,VEDANTA POWER LIMITED
VEEDOL,VEEDOL CORPORATION LIMITED
VENKEYS,VENKY'S (INDIA) LIMITED
VENUSPIPES,VENUS PIPES & TUBES LIMITED
VERANDA,VERANDA LEARNING SOLUTIONS LIMITED
VERTIS,VERTIS INFRASTRUCTURE TRUST
VESUVIUS,VESUVIUS INDIA LIMITED
VGINFOTECH,VIRTUAL GALAXY INFOTECH LIMITED
VGL,VARVEE GLOBAL LIMITED
VGUARD,V-GUARD INDUSTRIES LIMITED
VHL,VARDHMAN HOLDINGS LIMITED
VIDHIING,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED
VIESL,VISION INFRA EQUIPMENT SOLUTIONS LIMITED
VIKRAMSOLR,VIKRAM SOLAR LIMITED
VIKRAN,VIKRAN ENGINEERING LIMITED
VILAS,VILAS TRANSCORE LIMITED
VIMTALABS,VIMTA LABS LIMITED
VINATIORGA,VINATI ORGANICS LIMITED
VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED
VINDHYATEL,VINDHYA TELELINKS LIMITED
VINNY,VINNY OVERSEAS LIMITED
VINYAS,VINYAS INNOVATIVE TECHNOLOGIES LIMITED
VINYLINDIA,VINYL CHEMICALS (INDIA) LIMITED
VIPIND,VIP INDUSTRIES LIMITED
VISAKAIND,VISAKA INDUSTRIES LIMITED
VISHNU,VISHNU CHEMICALS LIMITED
VISHNUINFR,VISHNUSURYA PROJECTS AND INFRA LIMITED
VIYASH,VIYASH SCIENTIFIC LIMITED
VLSFINANCE,VLS FINANCE LIMITED
VMARCIND,V MARC INDIA LIMITED
VMART,V-MART RETAIL LIMITED
VOEPL,VIRTUOSO OPTOELECTRONICS LIMITED
VOGL,VEDANTA OIL AND GAS LIMITED
VOLERCAR,VOLER CAR LIMITED
VOLTAMP,VOLTAMP TRANSFORMERS LIMITED
VRAJ,VRAJ IRON AND STEEL LIMITED
VRLLOG,VRL LOGISTICS LIMITED
VSSL,VARDHMAN SPECIAL STEELS LIMITED
VSTIND,VST INDUSTRIES LIMITED
VSTL,VIBHOR STEEL TUBES LIMITED
VSTTILLERS,V.S.T TILLERS TRACTORS LIMITED
WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES LIMITED
WAKEFIT,WAKEFIT INNOVATIONS LIMITED
WALCHANNAG,WALCHANDNAGAR INDUSTRIES LIMITED
WANBURY,WANBURY LIMITED
WCIL,WESTERN CARRIERS (INDIA) LIMITED
WEALTH,WEALTH FIRST PORTFOLIO MANAGERS LIMITED
WEIZMANIND,WEIZMANN LIMITED
WELENT,WELSPUN ENTERPRISES LIMITED
WENDT,WENDT (INDIA) LIMITED
WESTLIFE,WESTLIFE FOODWORLD LIMITED
WEWORK,WEWORK INDIA MANAGEMENT LIMITED
WHEELS,WHEELS INDIA LIMITED
WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LIMITED
WINDLAS,WINDLAS BIOTECH LIMITED
WINDMACHIN,WINDSOR MACHINES LIMITED
WINSOL,WINSOL ENGINEERS LIMITED
WIPL,THE WESTERN INDIA PLYWOODS LIMITED
WOMANCART,WOMANCART LIMITED
WONDERLA,WONDERLA HOLIDAYS LIMITED
WORTHPERI,WORTH PERIPHERALS LIMITED
WPIL,WPIL LIMITED
WSI,W S INDUSTRIES (I) LIMITED
WSTCSTPAPR,WEST COAST PAPER MILLS LIMITED
XCHANGING,XCHANGING SOLUTIONS LIMITED
XELPMOC,XELPMOC DESIGN AND TECH LIMITED
XPROINDIA,XPRO INDIA LIMITED
XTGLOBAL,XTGLOBAL INFOTECH LIMITED
YASHOPTICS,YASH OPTICS & LENS LIMITED
YATHARTH,YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED
YATRA,YATRA ONLINE LIMITED
YCCL,YASONS CHEMEX CARE LIMITED
YUKEN,YUKEN INDIA LIMITED
ZAGGLE,ZAGGLE PREPAID OCEAN SERVICES LIMITED
ZEAL,ZEAL GLOBAL SERVICES LIMITED
ZEEL,ZEE ENTERTAINMENT ENTERPRISES LIMITED
ZENITHDRUG,ZENITH DRUGS LIMITED
ZENSARTECH,ZENSAR TECHNOLOGIES LIMITED
ZFSTEERING,ZF STEERING GEAR (INDIA) LIMITED
ZODIACLOTH,ZODIAC CLOTHING COMPANY LIMITED
ZOTA,ZOTA HEALTH CARE LIMITED
ZTECH,Z-TECH (INDIA) LIMITED
ZUARI,ZUARI AGRO CHEMICALS LIMITED
ZUARIIND,ZUARI INDUSTRIES LIMITED
ZYDUSWELL,ZYDUS WELLNESS LIMITED
GANGAFO-RE,GANGA FORGING LIMITED-RE
360ONE,360 ONE WAM LIMITED
ABCAPITAL,ADITYA BIRLA CAPITAL LIMITED
ADANIENSOL,ADANI ENERGY SOLUTIONS LIMITED
ADANIGREEN,ADANI GREEN ENERGY LIMITED
ADANIPOWER,ADANI POWER LIMITED
ALKEM,ALKEM LABORATORIES LIMITED
AMBUJACEM,AMBUJA CEMENTS LIMITED
APLAPOLLO,APL APOLLO TUBES LIMITED
ASHOKLEY,ASHOK LEYLAND LIMITED
ASTRAL,ASTRAL LIMITED
AUBANK,AU SMALL FINANCE BANK LIMITED
AUROPHARMA,AUROBINDO PHARMA LIMITED
BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LIMITED
BANKBARODA,BANK OF BARODA
BANKINDIA,BANK OF INDIA
BDL,BHARAT DYNAMICS LIMITED
BHARATFORG,BHARAT FORGE LIMITED
BHEL,BHARAT HEAVY ELECTRICALS LIMITED
BIOCON,BIOCON LIMITED
BOSCHLTD,BOSCH LIMITED
BPCL,BHARAT PETROLEUM CORPORATION LIMITED
BRITANNIA,BRITANNIA INDUSTRIES LIMITED
BSE,BSE LIMITED
CANBK,CANARA BANK
CGPOWER,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED
CHOLAFIN,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED
COLPAL,COLGATE PALMOLIVE (INDIA) LIMITED
CONCOR,CONTAINER CORPORATION OF INDIA LIMITED
DABUR,DABUR INDIA LIMITED
DALBHARAT,DALMIA BHARAT LIMITED
DIVISLAB,DIVI'S LABORATORIES LIMITED
DLF,DLF LIMITED
DMART,AVENUE SUPERMARTS LIMITED
EXIDEIND,EXIDE INDUSTRIES LIMITED
FEDERALBNK,THE FEDERAL BANK  LIMITED
FORTIS,FORTIS HEALTHCARE LIMITED
GAIL,GAIL (INDIA) LIMITED
GLENMARK,GLENMARK PHARMACEUTICALS LIMITED
GMRAIRPORT,GMR AIRPORTS LIMITED
GODFRYPHLP,GODFREY PHILLIPS INDIA LIMITED
GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED
GODREJPROP,GODREJ PROPERTIES LIMITED
GVTD,GE VERNOVA T&D INDIA LIMITED
HDFCAMC,HDFC ASSET MANAGEMENT COMPANY LIMITED
HEROMOTOCO,HERO MOTOCORP LIMITED
HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LIMITED
HINDZINC,HINDUSTAN ZINC LIMITED
HYUNDAI,HYUNDAI MOTOR INDIA LIMITED
ICICIGI,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED
ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED
IDEA,VODAFONE IDEA LIMITED
IDFCFIRSTB,IDFC FIRST BANK LIMITED
INDHOTEL,THE INDIAN HOTELS COMPANY LIMITED
INDIANB,INDIAN BANK
INDUSINDBK,INDUSIND BANK LIMITED
INDUSTOWER,INDUS TOWERS LIMITED
IOC,INDIAN OIL CORPORATION LIMITED
IREDA,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED
IRFC,INDIAN RAILWAY FINANCE CORPORATION LIMITED
JINDALSTEL,JINDAL STEEL LIMITED
JSWENERGY,JSW ENERGY LIMITED
JUBLFOOD,JUBILANT FOODWORKS LIMITED
KALYANKJIL,KALYAN JEWELLERS INDIA LIMITED
KEI,KEI INDUSTRIES LIMITED
LAURUSLABS,LAURUS LABS LIMITED
LICHSGFIN,LIC HOUSING FINANCE LIMITED
LICI,LIFE INSURANCE CORPORATION OF INDIA
LODHA,LODHA DEVELOPERS LIMITED
LTF,L&T FINANCE LIMITED
LTM,LTM LIMITED
LUPIN,LUPIN LIMITED
MM,MAHINDRA & MAHINDRA LIMITED
MANKIND,MANKIND PHARMA LIMITED
MARICO,MARICO LIMITED
MAZDOCK,MAZAGON DOCK SHIPBUILDERS LIMITED
MCX,MULTI COMMODITY EXCHANGE OF INDIA LIMITED
MFSL,MAX FINANCIAL SERVICES LIMITED
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LIMITED
MPHASIS,MPHASIS LIMITED
MUTHOOTFIN,MUTHOOT FINANCE LIMITED
NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED
NATIONALUM,NATIONAL ALUMINIUM COMPANY LIMITED
NAUKRI,INFO EDGE (INDIA) LIMITED
NHPC,NHPC LIMITED
NMDC,NMDC LIMITED
NYKAA,FSN E COMMERCE VENTURES LIMITED
OBEROIRLTY,OBEROI REALTY LIMITED
OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED
OIL,OIL INDIA LIMITED
PAGEIND,PAGE INDUSTRIES LIMITED
PATANJALI,PATANJALI FOODS LIMITED
PAYTM,ONE 97 COMMUNICATIONS LIMITED
PETRONET,PETRONET LNG LIMITED
PFC,POWER FINANCE CORPORATION LIMITED
PHOENIXLTD,THE PHOENIX MILLS LIMITED
PIDILITIND,PIDILITE INDUSTRIES LIMITED
PIIND,PI INDUSTRIES LIMITED
PNB,PUNJAB NATIONAL BANK
POLICYBZR,PB FINTECH LIMITED
POWERINDIA,HITACHI ENERGY INDIA LIMITED
PREMIERENE,PREMIER ENERGIES LIMITED
PRESTIGE,PRESTIGE ESTATES PROJECTS LIMITED
RECLTD,REC LIMITED
RVNL,RAIL VIKAS NIGAM LIMITED
SAIL,STEEL AUTHORITY OF INDIA LIMITED
SBICARD,SBI CARDS AND PAYMENT SERVICES LIMITED
SIEMENS,SIEMENS LIMITED
SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED
SRF,SRF LIMITED
SUPREMEIND,SUPREME INDUSTRIES LIMITED
SUZLON,SUZLON ENERGY LIMITED
SWIGGY,SWIGGY LIMITED
TATAELXSI,TATA ELXSI LIMITED
TIINDIA,TUBE INVESTMENTS OF INDIA LIMITED
TORNTPHARM,TORRENT PHARMACEUTICALS LIMITED
TVSMOTOR,TVS MOTOR COMPANY LIMITED
UNIONBANK,UNION BANK OF INDIA
UNITDSPR,UNITED SPIRITS LIMITED
UNOMINDA,UNO MINDA LIMITED
UPL,UPL LIMITED
VBL,VARUN BEVERAGES LIMITED
VEDL,VEDANTA LIMITED
VMM,VISHAL MEGA MART LIMITED
YESBANK,YES BANK LIMITED
ZYDUSLIFE,ZYDUS LIFESCIENCES LIMITED
